eventID	occurrenceID	measurementID	measurementType	measurementTypeID	measurementValue	measurementValueID	measurementUnit	measurementUnitID	measurementAccuracy	measurementMethod	measurementRemarks
FKt241214_S0767	FKt241214_S0767_K010	FKt241214_S0767_K010:isotope:row13:pctN	Nitrogen mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/NTDYXX01/	9.95		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 13; %N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K010	FKt241214_S0767_K010:length	Length (total length) of biological entity specified elsewhere	http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/	31		mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/		Tip of rostrum to end of uropods; Standard Length 1 (Supplementary Methods p.1).	SourceData.xlsx; Morphometrics; row 11; Length (mm).
FKt241214_S0767	FKt241214_S0767_K010	FKt241214_S0767_K010:sex-stage	Sex and maturity stage code	http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/	M2A			http://vocab.nerc.ac.uk/collection/P06/current/XXXX/		Makarov and Denys (1980) staging, as stated in Supplementary Methods and Table S1.	SourceData.xlsx; Morphometrics; row 11; Sex/Stage; original sex-specific developmental stage code retained. P01 describes development stage; sex is also provided in the occurrence extension.
FKt241214_S0767	FKt241214_S0767_K011	FKt241214_S0767_K011:isotope:row14:d13C	Carbon stable isotope delta 13C	http://vocab.nerc.ac.uk/collection/P01/current/C13BTX01/	-23.3		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 14; δ13C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. Correction status of exported delta 13C is not explicit in Table S5.
FKt241214_S0767	FKt241214_S0767_K011	FKt241214_S0767_K011:isotope:row14:d15N	Nitrogen stable isotope delta 15N	http://vocab.nerc.ac.uk/collection/P01/current/N15BTX01/	3.51		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 14; δ15N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K011	FKt241214_S0767_K011:isotope:row14:pctC	Carbon mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/CBDYXX01/	43.05		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 14; %C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K011	FKt241214_S0767_K011:isotope:row14:pctN	Nitrogen mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/NTDYXX01/	10.63		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 14; %N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K011	FKt241214_S0767_K011:length	Length (total length) of biological entity specified elsewhere	http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/	31.31		mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/		Tip of rostrum to end of uropods; Standard Length 1 (Supplementary Methods p.1).	SourceData.xlsx; Morphometrics; row 12; Length (mm).
FKt241214_S0767	FKt241214_S0767_K011	FKt241214_S0767_K011:sex-stage	Sex and maturity stage code	http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/	F3A			http://vocab.nerc.ac.uk/collection/P06/current/XXXX/		Makarov and Denys (1980) staging, as stated in Supplementary Methods and Table S1.	SourceData.xlsx; Morphometrics; row 12; Sex/Stage; original sex-specific developmental stage code retained. P01 describes development stage; sex is also provided in the occurrence extension.
FKt241214_S0767	FKt241214_S0767_K012	FKt241214_S0767_K012:isotope:row15:d13C	Carbon stable isotope delta 13C	http://vocab.nerc.ac.uk/collection/P01/current/C13BTX01/	-24.02		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 15; δ13C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. Correction status of exported delta 13C is not explicit in Table S5.
FKt241214_S0767	FKt241214_S0767_K012	FKt241214_S0767_K012:isotope:row15:d15N	Nitrogen stable isotope delta 15N	http://vocab.nerc.ac.uk/collection/P01/current/N15BTX01/	2.61		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 15; δ15N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K012	FKt241214_S0767_K012:isotope:row15:pctC	Carbon mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/CBDYXX01/	46.06		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 15; %C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K012	FKt241214_S0767_K012:isotope:row15:pctN	Nitrogen mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/NTDYXX01/	11.07		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 15; %N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K012	FKt241214_S0767_K012:length	Length (total length) of biological entity specified elsewhere	http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/	28.69		mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/		Tip of rostrum to end of uropods; Standard Length 1 (Supplementary Methods p.1).	SourceData.xlsx; Morphometrics; row 13; Length (mm).
FKt241214_S0767	FKt241214_S0767_K012	FKt241214_S0767_K012:sex-stage	Sex and maturity stage code	http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/	F2A			http://vocab.nerc.ac.uk/collection/P06/current/XXXX/		Makarov and Denys (1980) staging, as stated in Supplementary Methods and Table S1.	SourceData.xlsx; Morphometrics; row 13; Sex/Stage; original sex-specific developmental stage code retained. P01 describes development stage; sex is also provided in the occurrence extension.
FKt241214_S0767	FKt241214_S0767_K013	FKt241214_S0767_K013:isotope:row16:d13C	Carbon stable isotope delta 13C	http://vocab.nerc.ac.uk/collection/P01/current/C13BTX01/	-23.56		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 16; δ13C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. Correction status of exported delta 13C is not explicit in Table S5.
FKt241214_S0767	FKt241214_S0767_K013	FKt241214_S0767_K013:isotope:row16:d15N	Nitrogen stable isotope delta 15N	http://vocab.nerc.ac.uk/collection/P01/current/N15BTX01/	3.13		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 16; δ15N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K013	FKt241214_S0767_K013:isotope:row16:pctC	Carbon mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/CBDYXX01/	45.32		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 16; %C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K013	FKt241214_S0767_K013:isotope:row16:pctN	Nitrogen mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/NTDYXX01/	10.73		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 16; %N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K013	FKt241214_S0767_K013:length	Length (total length) of biological entity specified elsewhere	http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/	30.82		mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/		Tip of rostrum to end of uropods; Standard Length 1 (Supplementary Methods p.1).	SourceData.xlsx; Morphometrics; row 14; Length (mm).
FKt241214_S0767	FKt241214_S0767_K013	FKt241214_S0767_K013:sex-stage	Sex and maturity stage code	http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/	F3B			http://vocab.nerc.ac.uk/collection/P06/current/XXXX/		Makarov and Denys (1980) staging, as stated in Supplementary Methods and Table S1.	SourceData.xlsx; Morphometrics; row 14; Sex/Stage; original sex-specific developmental stage code retained. P01 describes development stage; sex is also provided in the occurrence extension.
FKt241214_S0767	FKt241214_S0767_K014	FKt241214_S0767_K014:element:As	Arsenic concentration in dried krill tissue		6.84		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 2; column K014; element As. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0767	FKt241214_S0767_K014	FKt241214_S0767_K014:element:Ba	Barium concentration in dried krill tissue		3.91		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 3; column K014; element Ba. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0767	FKt241214_S0767_K014	FKt241214_S0767_K014:element:Cd	Cadmium concentration in dried krill tissue		0.17		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 4; column K014; element Cd. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0767	FKt241214_S0767_K014	FKt241214_S0767_K014:element:Co	Cobalt concentration in dried krill tissue		0.12		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 5; column K014; element Co. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0767	FKt241214_S0767_K014	FKt241214_S0767_K014:element:Cr	Chromium concentration in dried krill tissue		2.11		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 6; column K014; element Cr. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0767	FKt241214_S0767_K014	FKt241214_S0767_K014:element:Cu	Copper concentration in dried krill tissue		75.8		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 7; column K014; element Cu. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0767	FKt241214_S0767_K014	FKt241214_S0767_K014:element:Fe	Iron concentration in dried krill tissue		150		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 8; column K014; element Fe. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0767	FKt241214_S0767_K014	FKt241214_S0767_K014:element:Mn	Manganese concentration in dried krill tissue		5.92		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 9; column K014; element Mn. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0767	FKt241214_S0767_K014	FKt241214_S0767_K014:element:Mo	Molybdenum concentration in dried krill tissue		0.12		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 10; column K014; element Mo. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0767	FKt241214_S0767_K014	FKt241214_S0767_K014:element:Ni	Nickel concentration in dried krill tissue		1.09		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 11; column K014; element Ni. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0767	FKt241214_S0767_K014	FKt241214_S0767_K014:element:P	Phosphorus concentration in dried krill tissue		16300		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 12; column K014; element P. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0767	FKt241214_S0767_K014	FKt241214_S0767_K014:element:Pb	Lead concentration in dried krill tissue		0.11		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 13; column K014; element Pb. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0767	FKt241214_S0767_K014	FKt241214_S0767_K014:element:V	Vanadium concentration in dried krill tissue		0.37		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 14; column K014; element V. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0767	FKt241214_S0767_K014	FKt241214_S0767_K014:element:Zn	Zinc concentration in dried krill tissue		81.8		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 15; column K014; element Zn. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0767	FKt241214_S0767_K014	FKt241214_S0767_K014:isotope:row17:d13C	Carbon stable isotope delta 13C	http://vocab.nerc.ac.uk/collection/P01/current/C13BTX01/	-23.47		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 17; δ13C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. Correction status of exported delta 13C is not explicit in Table S5.
FKt241214_S0767	FKt241214_S0767_K014	FKt241214_S0767_K014:isotope:row17:d15N	Nitrogen stable isotope delta 15N	http://vocab.nerc.ac.uk/collection/P01/current/N15BTX01/	3.01		per mil	http://vocab.nerc.ac.uk/collection/P06/current/UPPT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 17; δ15N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K014	FKt241214_S0767_K014:isotope:row17:pctC	Carbon mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/CBDYXX01/	43.82		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 17; %C; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K014	FKt241214_S0767_K014:isotope:row17:pctN	Nitrogen mass fraction in krill tissue	http://vocab.nerc.ac.uk/collection/P01/current/NTDYXX01/	10.88		%	http://vocab.nerc.ac.uk/collection/P06/current/UPCT/		Elemental analysis/continuous-flow isotope-ratio mass spectrometry; dried, ground bulk krill tissue; Thermo-Scientific Flash EA IsoLink / Delta-Q; Oregon State Stable Isotope Collaboratory. Delta 13C reference VPDB; delta 15N reference air (Supplementary Methods p.2).	SourceData.xlsx; StableIsotopes; row 17; %N; source repeat 1 of 1 for this krill. Repeat index assigned from source row order, not a laboratory replicate ID. Reported value retained without averaging or additional lipid correction. 
FKt241214_S0767	FKt241214_S0767_K014	FKt241214_S0767_K014:length	Length (total length) of biological entity specified elsewhere	http://vocab.nerc.ac.uk/collection/P01/current/TL01XX01/	37.09		mm	http://vocab.nerc.ac.uk/collection/P06/current/UXMM/		Tip of rostrum to end of uropods; Standard Length 1 (Supplementary Methods p.1).	SourceData.xlsx; Morphometrics; row 15; Length (mm).
FKt241214_S0767	FKt241214_S0767_K014	FKt241214_S0767_K014:sex-stage	Sex and maturity stage code	http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/	F3D			http://vocab.nerc.ac.uk/collection/P06/current/XXXX/		Makarov and Denys (1980) staging, as stated in Supplementary Methods and Table S1.	SourceData.xlsx; Morphometrics; row 15; Sex/Stage; original sex-specific developmental stage code retained. P01 describes development stage; sex is also provided in the occurrence extension.
FKt241214_S0767	FKt241214_S0767_K015	FKt241214_S0767_K015:element:As	Arsenic concentration in dried krill tissue		6.81		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 2; column K015; element As. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0767	FKt241214_S0767_K015	FKt241214_S0767_K015:element:Ba	Barium concentration in dried krill tissue		2.25		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 3; column K015; element Ba. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0767	FKt241214_S0767_K015	FKt241214_S0767_K015:element:Cd	Cadmium concentration in dried krill tissue		0.07		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 4; column K015; element Cd. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0767	FKt241214_S0767_K015	FKt241214_S0767_K015:element:Co	Cobalt concentration in dried krill tissue		0.09		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 5; column K015; element Co. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0767	FKt241214_S0767_K015	FKt241214_S0767_K015:element:Cr	Chromium concentration in dried krill tissue		4.08		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 6; column K015; element Cr. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0767	FKt241214_S0767_K015	FKt241214_S0767_K015:element:Cu	Copper concentration in dried krill tissue		30.4		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 7; column K015; element Cu. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0767	FKt241214_S0767_K015	FKt241214_S0767_K015:element:Fe	Iron concentration in dried krill tissue		67.3		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 8; column K015; element Fe. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0767	FKt241214_S0767_K015	FKt241214_S0767_K015:element:Mn	Manganese concentration in dried krill tissue		2.21		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 9; column K015; element Mn. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
FKt241214_S0767	FKt241214_S0767_K015	FKt241214_S0767_K015:element:Mo	Molybdenum concentration in dried krill tissue		0.07		mg/kg			Dried, ground krill tissue; nitric acid/hydrogen peroxide digestion; HR-ICP-MS (Element2 ThermoFisher); reagent and digestion blank correction. Concentration as reported in Table S3; no phosphorus normalization applied by this script.	SourceData.xlsx; TraceMetals; row 10; column K015; element Mo. Units from Table S3; dry-tissue preparation from Methods. P01 mapping unresolved: no suitable krill/generic-biota dry-weight term verified. 
